"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.041419,-0.14786,0,1.5195,1,0.886,0.886,0.5,0
-0.040805,-0.14707,0,1.5169,1,0.887,0.887,0.5,0
-0.040191,-0.14628,0,1.5143,1,0.888,0.888,0.5,0
-0.039577,-0.14549,0,1.5117,1,0.889,0.889,0.5,0
-0.038962,-0.1447,0,1.5091,1,0.89,0.89,0.5,0
-0.038374,-0.14381,0,1.506,1,0.891,0.891,0.5,0
-0.037786,-0.14293,0,1.5029,1,0.892,0.892,0.5,0
-0.037198,-0.14205,0,1.4998,1,0.893,0.893,0.5,0
-0.03661,-0.14117,0,1.4967,1,0.894,0.894,0.5,0
-0.036022,-0.14028,0,1.4937,1,0.895,0.895,0.5,0
-0.035434,-0.1394,0,1.4906,1,0.896,0.896,0.5,0
-0.034846,-0.13852,0,1.4875,1,0.897,0.897,0.5,0
-0.034258,-0.13764,0,1.4844,1,0.898,0.898,0.5,0
-0.03367,-0.13675,0,1.4813,1,0.899,0.899,0.5,0
-0.033081,-0.13587,0,1.4782,1,0.9,0.9,0.5,0
-0.032524,-0.1349,0,1.4746,1,0.901,0.901,0.5,0
-0.031967,-0.13392,0,1.4711,1,0.902,0.902,0.5,0
-0.03141,-0.13295,0,1.4675,1,0.903,0.903,0.5,0
-0.030853,-0.13198,0,1.4639,1,0.904,0.904,0.5,0
-0.030296,-0.131,0,1.4603,1,0.905,0.905,0.5,0
-0.029739,-0.13003,0,1.4567,1,0.906,0.906,0.5,0
-0.029182,-0.12905,0,1.4532,1,0.907,0.907,0.5,0
-0.028625,-0.12808,0,1.4496,1,0.908,0.908,0.5,0
-0.028068,-0.12711,0,1.446,1,0.909,0.909,0.5,0
-0.027511,-0.12613,0,1.4424,1,0.91,0.91,0.5,0
-0.02699,-0.12507,0,1.4383,1,0.911,0.911,0.5,0
-0.02647,-0.124,0,1.4343,1,0.912,0.912,0.5,0
-0.025949,-0.12294,0,1.4302,1,0.913,0.913,0.5,0
-0.025428,-0.12187,0,1.4261,1,0.914,0.914,0.5,0
-0.024907,-0.12081,0,1.422,1,0.915,0.915,0.5,0
-0.024386,-0.11975,0,1.4179,1,0.916,0.916,0.5,0
-0.023865,-0.11868,0,1.4139,1,0.917,0.917,0.5,0
-0.023344,-0.11762,0,1.4098,1,0.918,0.918,0.5,0
-0.022824,-0.11655,0,1.4057,1,0.919,0.919,0.5,0
-0.022303,-0.11549,0,1.4016,1,0.92,0.92,0.5,0
-0.021823,-0.11433,0,1.3971,1,0.921,0.921,0.5,0
-0.021344,-0.11318,0,1.3925,1,0.922,0.922,0.5,0
-0.020864,-0.11202,0,1.3879,1,0.923,0.923,0.5,0
-0.020385,-0.11087,0,1.3833,1,0.924,0.924,0.5,0
-0.019905,-0.10971,0,1.3787,1,0.925,0.925,0.5,0
-0.019426,-0.10856,0,1.3742,1,0.926,0.926,0.5,0
-0.018947,-0.10741,0,1.3696,1,0.927,0.927,0.5,0
-0.018467,-0.10625,0,1.365,1,0.928,0.928,0.5,0
-0.017988,-0.1051,0,1.3604,1,0.929,0.929,0.5,0
-0.017508,-0.10394,0,1.3558,1,0.93,0.93,0.5,0
-0.017075,-0.1027,0,1.3508,1,0.931,0.931,0.5,0
-0.016643,-0.10146,0,1.3457,1,0.932,0.932,0.5,0
-0.01621,-0.10021,0,1.3406,1,0.933,0.933,0.5,0
-0.015777,-0.098972,0,1.3355,1,0.934,0.934,0.5,0
-0.015345,-0.097729,0,1.3304,1,0.935,0.935,0.5,0
-0.014912,-0.096487,0,1.3253,1,0.936,0.936,0.5,0
-0.014479,-0.095244,0,1.3203,1,0.937,0.937,0.5,0
-0.014046,-0.094001,0,1.3152,1,0.938,0.938,0.5,0
-0.013614,-0.092759,0,1.3101,1,0.939,0.939,0.5,0
-0.013181,-0.091516,0,1.305,1,0.94,0.94,0.5,0
-0.0128,-0.090187,0,1.2994,1,0.941,0.941,0.5,0
-0.012419,-0.088858,0,1.2938,1,0.942,0.942,0.5,0
-0.012039,-0.08753,0,1.2882,1,0.943,0.943,0.5,0
-0.011658,-0.086201,0,1.2826,1,0.944,0.944,0.5,0
-0.011277,-0.084872,0,1.277,1,0.945,0.945,0.5,0
-0.010897,-0.083543,0,1.2714,1,0.946,0.946,0.5,0
-0.010516,-0.082214,0,1.2658,1,0.947,0.947,0.5,0
-0.010135,-0.080886,0,1.2602,1,0.948,0.948,0.5,0
-0.0097548,-0.079557,0,1.2547,1,0.949,0.949,0.5,0
-0.0093741,-0.078228,0,1.2491,1,0.95,0.95,0.5,0
-0.0090509,-0.076816,0,1.243,1,0.951,0.951,0.5,0
-0.0087275,-0.075404,0,1.2369,1,0.952,0.952,0.5,0
-0.0084042,-0.073992,0,1.2308,1,0.953,0.953,0.5,0
-0.008081,-0.072579,0,1.2247,1,0.954,0.954,0.5,0
-0.0077577,-0.071167,0,1.2187,1,0.955,0.955,0.5,0
-0.0074344,-0.069755,0,1.2126,1,0.956,0.956,0.5,0
-0.0071111,-0.068343,0,1.2065,1,0.957,0.957,0.5,0
-0.0067878,-0.06693,0,1.2004,1,0.958,0.958,0.5,0
-0.0064645,-0.065518,0,1.1943,1,0.959,0.959,0.5,0
-0.0061412,-0.064106,0,1.1883,1,0.96,0.96,0.5,0
-0.0058802,-0.062614,0,1.1817,1,0.961,0.961,0.5,0
-0.0056192,-0.061121,0,1.1752,1,0.962,0.962,0.5,0
-0.0053582,-0.059629,0,1.1687,1,0.963,0.963,0.5,0
-0.0050972,-0.058136,0,1.1622,1,0.964,0.964,0.5,0
-0.0048362,-0.056644,0,1.1557,1,0.965,0.965,0.5,0
-0.0045752,-0.055151,0,1.1491,1,0.966,0.966,0.5,0
-0.0043142,-0.053659,0,1.1426,1,0.967,0.967,0.5,0
-0.0040532,-0.052167,0,1.1361,1,0.968,0.968,0.5,0
-0.0037922,-0.050674,0,1.1296,1,0.969,0.969,0.5,0
-0.0035312,-0.049182,0,1.1231,1,0.97,0.97,0.5,0
-0.0033387,-0.047613,0,1.1158,1,0.971,0.971,0.5,0
-0.0031461,-0.046044,0,1.1086,1,0.972,0.972,0.5,0
-0.0029536,-0.044475,0,1.1013,1,0.973,0.973,0.5,0
-0.0027611,-0.042906,0,1.094,1,0.974,0.974,0.5,0
-0.0025685,-0.041337,0,1.0868,1,0.975,0.975,0.5,0
-0.002376,-0.039768,0,1.0795,1,0.976,0.976,0.5,0
-0.0021835,-0.038199,0,1.0723,1,0.977,0.977,0.5,0
-0.0019909,-0.03663,0,1.065,1,0.978,0.978,0.5,0
-0.0017984,-0.035061,0,1.0577,1,0.979,0.979,0.5,0
-0.0016059,-0.033492,0,1.0505,1,0.98,0.98,0.5,0
-0.0014924,-0.031851,0,1.0419,1,0.981,0.981,0.5,0
-0.0013789,-0.03021,0,1.0333,1,0.982,0.982,0.5,0
-0.0012654,-0.028569,0,1.0247,1,0.983,0.983,0.5,0
-0.001152,-0.026928,0,1.0161,1,0.984,0.984,0.5,0
-0.0010385,-0.025286,0,1.0075,1,0.985,0.985,0.5,0
-0.000925,-0.023645,0,0.99893,1,0.986,0.986,0.5,0
-0.00081152,-0.022004,0,0.99034,1,0.987,0.987,0.5,0
-0.00069804,-0.020363,0,0.98175,1,0.988,0.988,0.5,0
-0.00058456,-0.018722,0,0.97316,1,0.989,0.989,0.5,0
-0.00047108,-0.017081,0,0.96457,1,0.99,0.99,0.5,0
-0.00042397,-0.015373,0,0.95987,1,0.991,0.991,0.5,0
-0.00037687,-0.013665,0,0.95518,1,0.992,0.992,0.5,0
-0.00032976,-0.011957,0,0.95048,1,0.993,0.993,0.5,0
-0.00028265,-0.010249,0,0.94579,1,0.994,0.994,0.5,0
-0.00023554,-0.0085405,0,0.94109,1,0.995,0.995,0.5,0
-0.00018843,-0.0068324,0,0.93639,1,0.996,0.996,0.5,0
-0.00014133,-0.0051243,0,0.9317,1,0.997,0.997,0.5,0
-9.4215e-05,-0.0034161,0,0.927,1,0.998,0.998,0.5,0
-4.7108e-05,-0.0017081,0,0.92231,1,0.999,0.999,0.5,0
0,0,0,0.91761,1,1,1,0.5,0
