"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.07543,5.3502e-06,0,0.33701,1,0.138,0.5,0.138,0
-0.07588,5.4286e-06,0,0.337,1,0.139,0.5,0.139,0
-0.076331,5.507e-06,0,0.33699,1,0.14,0.5,0.14,0
-0.076774,5.6016e-06,0,0.33698,1,0.141,0.5,0.141,0
-0.077217,5.6963e-06,0,0.33697,1,0.142,0.5,0.142,0
-0.07766,5.7909e-06,0,0.33696,1,0.143,0.5,0.143,0
-0.078103,5.8855e-06,0,0.33695,1,0.144,0.5,0.144,0
-0.078546,5.9801e-06,0,0.33694,1,0.145,0.5,0.145,0
-0.078989,6.0748e-06,0,0.33693,1,0.146,0.5,0.146,0
-0.079432,6.1694e-06,0,0.33692,1,0.147,0.5,0.147,0
-0.079875,6.264e-06,0,0.33691,1,0.148,0.5,0.148,0
-0.080317,6.3586e-06,0,0.3369,1,0.149,0.5,0.149,0
-0.08076,6.4533e-06,0,0.33689,1,0.15,0.5,0.15,0
-0.081197,6.5679e-06,0,0.33688,1,0.151,0.5,0.151,0
-0.081633,6.6826e-06,0,0.33687,1,0.152,0.5,0.152,0
-0.082069,6.7973e-06,0,0.33686,1,0.153,0.5,0.153,0
-0.082505,6.912e-06,0,0.33685,1,0.154,0.5,0.154,0
-0.082942,7.0267e-06,0,0.33684,1,0.155,0.5,0.155,0
-0.083378,7.1414e-06,0,0.33683,1,0.156,0.5,0.156,0
-0.083814,7.2561e-06,0,0.33682,1,0.157,0.5,0.157,0
-0.08425,7.3708e-06,0,0.3368,1,0.158,0.5,0.158,0
-0.084687,7.4855e-06,0,0.33679,1,0.159,0.5,0.159,0
-0.085123,7.6002e-06,0,0.33678,1,0.16,0.5,0.16,0
-0.085553,7.7394e-06,0,0.33677,1,0.161,0.5,0.161,0
-0.085984,7.8785e-06,0,0.33676,1,0.162,0.5,0.162,0
-0.086414,8.0176e-06,0,0.33674,1,0.163,0.5,0.163,0
-0.086845,8.1567e-06,0,0.33673,1,0.164,0.5,0.164,0
-0.087275,8.2959e-06,0,0.33672,1,0.165,0.5,0.165,0
-0.087706,8.435e-06,0,0.3367,1,0.166,0.5,0.166,0
-0.088136,8.5741e-06,0,0.33669,1,0.167,0.5,0.167,0
-0.088566,8.7132e-06,0,0.33668,1,0.168,0.5,0.168,0
-0.088997,8.8524e-06,0,0.33666,1,0.169,0.5,0.169,0
-0.089427,8.9915e-06,0,0.33665,1,0.17,0.5,0.17,0
-0.089853,9.1597e-06,0,0.33664,1,0.171,0.5,0.171,0
-0.090278,9.328e-06,0,0.33662,1,0.172,0.5,0.172,0
-0.090703,9.4962e-06,0,0.33661,1,0.173,0.5,0.173,0
-0.091129,9.6645e-06,0,0.33659,1,0.174,0.5,0.174,0
-0.091554,9.8327e-06,0,0.33658,1,0.175,0.5,0.175,0
-0.091979,1.0001e-05,0,0.33656,1,0.176,0.5,0.176,0
-0.092405,1.0169e-05,0,0.33655,1,0.177,0.5,0.177,0
-0.09283,1.0337e-05,0,0.33653,1,0.178,0.5,0.178,0
-0.093255,1.0506e-05,0,0.33652,1,0.179,0.5,0.179,0
-0.093681,1.0674e-05,0,0.3365,1,0.18,0.5,0.18,0
-0.094102,1.0876e-05,0,0.33649,1,0.181,0.5,0.181,0
-0.094523,1.1079e-05,0,0.33647,1,0.182,0.5,0.182,0
-0.094944,1.1281e-05,0,0.33645,1,0.183,0.5,0.183,0
-0.095365,1.1484e-05,0,0.33643,1,0.184,0.5,0.184,0
-0.095786,1.1686e-05,0,0.33642,1,0.185,0.5,0.185,0
-0.096207,1.1888e-05,0,0.3364,1,0.186,0.5,0.186,0
-0.096628,1.2091e-05,0,0.33638,1,0.187,0.5,0.187,0
-0.097049,1.2293e-05,0,0.33637,1,0.188,0.5,0.188,0
-0.09747,1.2496e-05,0,0.33635,1,0.189,0.5,0.189,0
-0.097891,1.2698e-05,0,0.33633,1,0.19,0.5,0.19,0
-0.098308,1.294e-05,0,0.33631,1,0.191,0.5,0.191,0
-0.098725,1.3183e-05,0,0.33629,1,0.192,0.5,0.192,0
-0.099142,1.3425e-05,0,0.33627,1,0.193,0.5,0.193,0
-0.099559,1.3667e-05,0,0.33626,1,0.194,0.5,0.194,0
-0.099976,1.391e-05,0,0.33624,1,0.195,0.5,0.195,0
-0.10039,1.4152e-05,0,0.33622,1,0.196,0.5,0.196,0
-0.10081,1.4394e-05,0,0.3362,1,0.197,0.5,0.197,0
-0.10123,1.4636e-05,0,0.33618,1,0.198,0.5,0.198,0
-0.10165,1.4879e-05,0,0.33616,1,0.199,0.5,0.199,0
-0.10206,1.5121e-05,0,0.33614,1,0.2,0.5,0.2,0
-0.10248,1.5409e-05,0,0.33612,1,0.201,0.5,0.201,0
-0.10289,1.5697e-05,0,0.3361,1,0.202,0.5,0.202,0
-0.1033,1.5985e-05,0,0.33608,1,0.203,0.5,0.203,0
-0.10372,1.6273e-05,0,0.33605,1,0.204,0.5,0.204,0
-0.10413,1.6561e-05,0,0.33603,1,0.205,0.5,0.205,0
-0.10455,1.6848e-05,0,0.33601,1,0.206,0.5,0.206,0
-0.10496,1.7136e-05,0,0.33599,1,0.207,0.5,0.207,0
-0.10537,1.7424e-05,0,0.33597,1,0.208,0.5,0.208,0
-0.10579,1.7712e-05,0,0.33594,1,0.209,0.5,0.209,0
-0.1062,1.8e-05,0,0.33592,1,0.21,0.5,0.21,0
-0.10661,1.834e-05,0,0.3359,1,0.211,0.5,0.211,0
-0.10702,1.8681e-05,0,0.33587,1,0.212,0.5,0.212,0
-0.10743,1.9021e-05,0,0.33585,1,0.213,0.5,0.213,0
-0.10785,1.9361e-05,0,0.33583,1,0.214,0.5,0.214,0
-0.10826,1.9701e-05,0,0.3358,1,0.215,0.5,0.215,0
-0.10867,2.0042e-05,0,0.33578,1,0.216,0.5,0.216,0
-0.10908,2.0382e-05,0,0.33575,1,0.217,0.5,0.217,0
-0.10949,2.0722e-05,0,0.33573,1,0.218,0.5,0.218,0
-0.1099,2.1062e-05,0,0.3357,1,0.219,0.5,0.219,0
-0.11031,2.1402e-05,0,0.33568,1,0.22,0.5,0.22,0
-0.11072,2.1801e-05,0,0.33565,1,0.221,0.5,0.221,0
-0.11113,2.22e-05,0,0.33562,1,0.222,0.5,0.222,0
-0.11154,2.2599e-05,0,0.3356,1,0.223,0.5,0.223,0
-0.11195,2.2997e-05,0,0.33557,1,0.224,0.5,0.224,0
-0.11236,2.3396e-05,0,0.33554,1,0.225,0.5,0.225,0
-0.11276,2.3795e-05,0,0.33552,1,0.226,0.5,0.226,0
-0.11317,2.4194e-05,0,0.33549,1,0.227,0.5,0.227,0
-0.11358,2.4593e-05,0,0.33546,1,0.228,0.5,0.228,0
-0.11399,2.4991e-05,0,0.33543,1,0.229,0.5,0.229,0
-0.1144,2.539e-05,0,0.33541,1,0.23,0.5,0.23,0
-0.1148,2.5854e-05,0,0.33538,1,0.231,0.5,0.231,0
-0.11521,2.6318e-05,0,0.33535,1,0.232,0.5,0.232,0
-0.11562,2.6782e-05,0,0.33532,1,0.233,0.5,0.233,0
-0.11602,2.7246e-05,0,0.33529,1,0.234,0.5,0.234,0
-0.11643,2.771e-05,0,0.33526,1,0.235,0.5,0.235,0
-0.11684,2.8174e-05,0,0.33523,1,0.236,0.5,0.236,0
-0.11724,2.8638e-05,0,0.33519,1,0.237,0.5,0.237,0
-0.11765,2.9102e-05,0,0.33516,1,0.238,0.5,0.238,0
-0.11806,2.9566e-05,0,0.33513,1,0.239,0.5,0.239,0
-0.11846,3.003e-05,0,0.3351,1,0.24,0.5,0.24,0
-0.11887,3.0568e-05,0,0.33507,1,0.241,0.5,0.241,0
-0.11927,3.1106e-05,0,0.33504,1,0.242,0.5,0.242,0
-0.11968,3.1643e-05,0,0.335,1,0.243,0.5,0.243,0
-0.12008,3.2181e-05,0,0.33497,1,0.244,0.5,0.244,0
-0.12048,3.2719e-05,0,0.33494,1,0.245,0.5,0.245,0
-0.12089,3.3257e-05,0,0.3349,1,0.246,0.5,0.246,0
-0.12129,3.3794e-05,0,0.33487,1,0.247,0.5,0.247,0
-0.1217,3.4332e-05,0,0.33483,1,0.248,0.5,0.248,0
-0.1221,3.487e-05,0,0.3348,1,0.249,0.5,0.249,0
-0.12251,3.5408e-05,0,0.33477,1,0.25,0.5,0.25,0
-0.12291,3.6026e-05,0,0.33473,1,0.251,0.5,0.251,0
-0.12331,3.6645e-05,0,0.33469,1,0.252,0.5,0.252,0
-0.12371,3.7263e-05,0,0.33466,1,0.253,0.5,0.253,0
-0.12412,3.7882e-05,0,0.33462,1,0.254,0.5,0.254,0
-0.12452,3.85e-05,0,0.33458,1,0.255,0.5,0.255,0
-0.12492,3.9119e-05,0,0.33454,1,0.256,0.5,0.256,0
-0.12532,3.9737e-05,0,0.33451,1,0.257,0.5,0.257,0
-0.12573,4.0355e-05,0,0.33447,1,0.258,0.5,0.258,0
-0.12613,4.0974e-05,0,0.33443,1,0.259,0.5,0.259,0
-0.12653,4.1592e-05,0,0.33439,1,0.26,0.5,0.26,0
-0.12693,4.2299e-05,0,0.33435,1,0.261,0.5,0.261,0
-0.12733,4.3006e-05,0,0.33431,1,0.262,0.5,0.262,0
-0.12773,4.3714e-05,0,0.33427,1,0.263,0.5,0.263,0
-0.12814,4.442e-05,0,0.33423,1,0.264,0.5,0.264,0
-0.12854,4.5127e-05,0,0.33419,1,0.265,0.5,0.265,0
-0.12894,4.5834e-05,0,0.33415,1,0.266,0.5,0.266,0
-0.12934,4.6541e-05,0,0.33411,1,0.267,0.5,0.267,0
-0.12974,4.7249e-05,0,0.33407,1,0.268,0.5,0.268,0
-0.13014,4.7955e-05,0,0.33403,1,0.269,0.5,0.269,0
-0.13054,4.8663e-05,0,0.33398,1,0.27,0.5,0.27,0
-0.13094,4.9466e-05,0,0.33394,1,0.271,0.5,0.271,0
-0.13134,5.027e-05,0,0.33389,1,0.272,0.5,0.272,0
-0.13174,5.1074e-05,0,0.33385,1,0.273,0.5,0.273,0
-0.13214,5.1877e-05,0,0.3338,1,0.274,0.5,0.274,0
-0.13253,5.2681e-05,0,0.33376,1,0.275,0.5,0.275,0
-0.13293,5.3485e-05,0,0.33371,1,0.276,0.5,0.276,0
-0.13333,5.4289e-05,0,0.33367,1,0.277,0.5,0.277,0
-0.13373,5.5093e-05,0,0.33362,1,0.278,0.5,0.278,0
-0.13413,5.5896e-05,0,0.33358,1,0.279,0.5,0.279,0
-0.13453,5.67e-05,0,0.33353,1,0.28,0.5,0.28,0
-0.13493,5.7609e-05,0,0.33348,1,0.281,0.5,0.281,0
-0.13532,5.8518e-05,0,0.33343,1,0.282,0.5,0.282,0
-0.13572,5.9427e-05,0,0.33339,1,0.283,0.5,0.283,0
-0.13612,6.0336e-05,0,0.33334,1,0.284,0.5,0.284,0
-0.13651,6.1245e-05,0,0.33329,1,0.285,0.5,0.285,0
-0.13691,6.2154e-05,0,0.33324,1,0.286,0.5,0.286,0
-0.13731,6.3063e-05,0,0.33319,1,0.287,0.5,0.287,0
-0.1377,6.3972e-05,0,0.33314,1,0.288,0.5,0.288,0
-0.1381,6.4881e-05,0,0.33309,1,0.289,0.5,0.289,0
-0.1385,6.579e-05,0,0.33304,1,0.29,0.5,0.29,0
-0.13889,6.6813e-05,0,0.33299,1,0.291,0.5,0.291,0
-0.13929,6.7836e-05,0,0.33293,1,0.292,0.5,0.292,0
-0.13968,6.8859e-05,0,0.33288,1,0.293,0.5,0.293,0
-0.14008,6.9882e-05,0,0.33282,1,0.294,0.5,0.294,0
-0.14047,7.0905e-05,0,0.33277,1,0.295,0.5,0.295,0
-0.14087,7.1928e-05,0,0.33271,1,0.296,0.5,0.296,0
-0.14126,7.2951e-05,0,0.33266,1,0.297,0.5,0.297,0
-0.14166,7.3974e-05,0,0.33261,1,0.298,0.5,0.298,0
-0.14205,7.4997e-05,0,0.33255,1,0.299,0.5,0.299,0
-0.14244,7.602e-05,0,0.3325,1,0.3,0.5,0.3,0
-0.14284,7.7166e-05,0,0.33244,1,0.301,0.5,0.301,0
-0.14323,7.8311e-05,0,0.33238,1,0.302,0.5,0.302,0
-0.14362,7.9457e-05,0,0.33232,1,0.303,0.5,0.303,0
-0.14401,8.0603e-05,0,0.33226,1,0.304,0.5,0.304,0
-0.14441,8.1749e-05,0,0.3322,1,0.305,0.5,0.305,0
-0.1448,8.2894e-05,0,0.33214,1,0.306,0.5,0.306,0
-0.14519,8.404e-05,0,0.33209,1,0.307,0.5,0.307,0
-0.14558,8.5186e-05,0,0.33203,1,0.308,0.5,0.308,0
-0.14598,8.6332e-05,0,0.33197,1,0.309,0.5,0.309,0
-0.14637,8.7477e-05,0,0.33191,1,0.31,0.5,0.31,0
-0.14676,8.8755e-05,0,0.33184,1,0.311,0.5,0.311,0
-0.14715,9.0032e-05,0,0.33178,1,0.312,0.5,0.312,0
-0.14754,9.1309e-05,0,0.33172,1,0.313,0.5,0.313,0
-0.14793,9.2587e-05,0,0.33165,1,0.314,0.5,0.314,0
-0.14832,9.3864e-05,0,0.33159,1,0.315,0.5,0.315,0
-0.1487,9.5141e-05,0,0.33152,1,0.316,0.5,0.316,0
-0.14909,9.6418e-05,0,0.33146,1,0.317,0.5,0.317,0
-0.14948,9.7695e-05,0,0.3314,1,0.318,0.5,0.318,0
-0.14987,9.8973e-05,0,0.33133,1,0.319,0.5,0.319,0
-0.15026,0.00010025,0,0.33127,1,0.32,0.5,0.32,0
-0.15065,0.00010167,0,0.3312,1,0.321,0.5,0.321,0
-0.15103,0.00010308,0,0.33113,1,0.322,0.5,0.322,0
-0.15142,0.0001045,0,0.33106,1,0.323,0.5,0.323,0
-0.15181,0.00010592,0,0.33099,1,0.324,0.5,0.324,0
-0.15219,0.00010734,0,0.33092,1,0.325,0.5,0.325,0
-0.15258,0.00010875,0,0.33085,1,0.326,0.5,0.326,0
-0.15297,0.00011017,0,0.33078,1,0.327,0.5,0.327,0
-0.15335,0.00011159,0,0.33071,1,0.328,0.5,0.328,0
-0.15374,0.00011301,0,0.33064,1,0.329,0.5,0.329,0
-0.15412,0.00011442,0,0.33057,1,0.33,0.5,0.33,0
-0.15451,0.00011599,0,0.33049,1,0.331,0.5,0.331,0
-0.15489,0.00011756,0,0.33042,1,0.332,0.5,0.332,0
-0.15527,0.00011913,0,0.33034,1,0.333,0.5,0.333,0
-0.15565,0.00012069,0,0.33027,1,0.334,0.5,0.334,0
-0.15603,0.00012226,0,0.33019,1,0.335,0.5,0.335,0
-0.15642,0.00012383,0,0.33012,1,0.336,0.5,0.336,0
-0.1568,0.00012539,0,0.33004,1,0.337,0.5,0.337,0
-0.15718,0.00012696,0,0.32996,1,0.338,0.5,0.338,0
-0.15756,0.00012853,0,0.32989,1,0.339,0.5,0.339,0
-0.15795,0.00013009,0,0.32981,1,0.34,0.5,0.34,0
-0.15832,0.00013182,0,0.32973,1,0.341,0.5,0.341,0
-0.1587,0.00013354,0,0.32965,1,0.342,0.5,0.342,0
-0.15908,0.00013527,0,0.32957,1,0.343,0.5,0.343,0
-0.15946,0.00013699,0,0.32949,1,0.344,0.5,0.344,0
-0.15983,0.00013872,0,0.3294,1,0.345,0.5,0.345,0
-0.16021,0.00014044,0,0.32932,1,0.346,0.5,0.346,0
-0.16059,0.00014217,0,0.32924,1,0.347,0.5,0.347,0
-0.16097,0.00014389,0,0.32916,1,0.348,0.5,0.348,0
-0.16135,0.00014562,0,0.32908,1,0.349,0.5,0.349,0
-0.16172,0.00014734,0,0.329,1,0.35,0.5,0.35,0
-0.1621,0.00014923,0,0.32891,1,0.351,0.5,0.351,0
-0.16247,0.00015112,0,0.32882,1,0.352,0.5,0.352,0
-0.16284,0.00015302,0,0.32873,1,0.353,0.5,0.353,0
-0.16321,0.00015491,0,0.32864,1,0.354,0.5,0.354,0
-0.16359,0.0001568,0,0.32856,1,0.355,0.5,0.355,0
-0.16396,0.00015869,0,0.32847,1,0.356,0.5,0.356,0
-0.16433,0.00016058,0,0.32838,1,0.357,0.5,0.357,0
-0.1647,0.00016247,0,0.32829,1,0.358,0.5,0.358,0
-0.16508,0.00016436,0,0.3282,1,0.359,0.5,0.359,0
-0.16545,0.00016625,0,0.32811,1,0.36,0.5,0.36,0
-0.16581,0.00016832,0,0.32802,1,0.361,0.5,0.361,0
-0.16618,0.00017039,0,0.32792,1,0.362,0.5,0.362,0
-0.16655,0.00017245,0,0.32783,1,0.363,0.5,0.363,0
-0.16691,0.00017452,0,0.32773,1,0.364,0.5,0.364,0
-0.16728,0.00017658,0,0.32764,1,0.365,0.5,0.365,0
-0.16765,0.00017865,0,0.32754,1,0.366,0.5,0.366,0
-0.16801,0.00018072,0,0.32745,1,0.367,0.5,0.367,0
-0.16838,0.00018278,0,0.32735,1,0.368,0.5,0.368,0
-0.16874,0.00018485,0,0.32726,1,0.369,0.5,0.369,0
-0.16911,0.00018691,0,0.32716,1,0.37,0.5,0.37,0
-0.16947,0.00018916,0,0.32706,1,0.371,0.5,0.371,0
-0.16983,0.00019141,0,0.32696,1,0.372,0.5,0.372,0
-0.17019,0.00019366,0,0.32686,1,0.373,0.5,0.373,0
-0.17055,0.0001959,0,0.32676,1,0.374,0.5,0.374,0
-0.17091,0.00019815,0,0.32665,1,0.375,0.5,0.375,0
-0.17126,0.0002004,0,0.32655,1,0.376,0.5,0.376,0
-0.17162,0.00020265,0,0.32645,1,0.377,0.5,0.377,0
-0.17198,0.0002049,0,0.32635,1,0.378,0.5,0.378,0
-0.17234,0.00020714,0,0.32624,1,0.379,0.5,0.379,0
-0.1727,0.00020939,0,0.32614,1,0.38,0.5,0.38,0
-0.17305,0.00021183,0,0.32603,1,0.381,0.5,0.381,0
-0.1734,0.00021427,0,0.32592,1,0.382,0.5,0.382,0
-0.17375,0.00021671,0,0.32581,1,0.383,0.5,0.383,0
-0.1741,0.00021914,0,0.3257,1,0.384,0.5,0.384,0
-0.17446,0.00022158,0,0.32559,1,0.385,0.5,0.385,0
-0.17481,0.00022402,0,0.32548,1,0.386,0.5,0.386,0
-0.17516,0.00022646,0,0.32538,1,0.387,0.5,0.387,0
-0.17551,0.0002289,0,0.32527,1,0.388,0.5,0.388,0
-0.17586,0.00023133,0,0.32516,1,0.389,0.5,0.389,0
-0.17621,0.00023377,0,0.32505,1,0.39,0.5,0.39,0
-0.17655,0.00023641,0,0.32493,1,0.391,0.5,0.391,0
-0.17689,0.00023904,0,0.32481,1,0.392,0.5,0.392,0
-0.17723,0.00024168,0,0.32469,1,0.393,0.5,0.393,0
-0.17758,0.00024431,0,0.32458,1,0.394,0.5,0.394,0
-0.17792,0.00024694,0,0.32446,1,0.395,0.5,0.395,0
-0.17826,0.00024958,0,0.32434,1,0.396,0.5,0.396,0
-0.1786,0.00025221,0,0.32423,1,0.397,0.5,0.397,0
-0.17894,0.00025485,0,0.32411,1,0.398,0.5,0.398,0
-0.17928,0.00025748,0,0.32399,1,0.399,0.5,0.399,0
-0.17962,0.00026012,0,0.32387,1,0.4,0.5,0.4,0
-0.17995,0.00026295,0,0.32375,1,0.401,0.5,0.401,0
-0.18029,0.00026579,0,0.32362,1,0.402,0.5,0.402,0
-0.18062,0.00026862,0,0.3235,1,0.403,0.5,0.403,0
-0.18095,0.00027146,0,0.32337,1,0.404,0.5,0.404,0
-0.18128,0.0002743,0,0.32325,1,0.405,0.5,0.405,0
-0.18161,0.00027713,0,0.32312,1,0.406,0.5,0.406,0
-0.18194,0.00027997,0,0.323,1,0.407,0.5,0.407,0
-0.18227,0.00028281,0,0.32287,1,0.408,0.5,0.408,0
-0.1826,0.00028564,0,0.32275,1,0.409,0.5,0.409,0
-0.18293,0.00028848,0,0.32262,1,0.41,0.5,0.41,0
-0.18325,0.00029152,0,0.32249,1,0.411,0.5,0.411,0
-0.18357,0.00029457,0,0.32235,1,0.412,0.5,0.412,0
-0.18389,0.00029761,0,0.32222,1,0.413,0.5,0.413,0
-0.1842,0.00030066,0,0.32208,1,0.414,0.5,0.414,0
-0.18452,0.0003037,0,0.32195,1,0.415,0.5,0.415,0
-0.18484,0.00030674,0,0.32182,1,0.416,0.5,0.416,0
-0.18516,0.00030979,0,0.32168,1,0.417,0.5,0.417,0
-0.18548,0.00031283,0,0.32155,1,0.418,0.5,0.418,0
-0.1858,0.00031588,0,0.32142,1,0.419,0.5,0.419,0
-0.18611,0.00031892,0,0.32128,1,0.42,0.5,0.42,0
-0.18642,0.00032218,0,0.32114,1,0.421,0.5,0.421,0
-0.18672,0.00032543,0,0.321,1,0.422,0.5,0.422,0
-0.18703,0.00032869,0,0.32086,1,0.423,0.5,0.423,0
-0.18733,0.00033194,0,0.32071,1,0.424,0.5,0.424,0
-0.18764,0.0003352,0,0.32057,1,0.425,0.5,0.425,0
-0.18794,0.00033845,0,0.32043,1,0.426,0.5,0.426,0
-0.18825,0.00034171,0,0.32029,1,0.427,0.5,0.427,0
-0.18855,0.00034496,0,0.32014,1,0.428,0.5,0.428,0
-0.18886,0.00034822,0,0.32,1,0.429,0.5,0.429,0
-0.18916,0.00035147,0,0.31986,1,0.43,0.5,0.43,0
-0.18945,0.00035494,0,0.31971,1,0.431,0.5,0.431,0
-0.18974,0.00035841,0,0.31956,1,0.432,0.5,0.432,0
-0.19003,0.00036188,0,0.31941,1,0.433,0.5,0.433,0
-0.19032,0.00036535,0,0.31925,1,0.434,0.5,0.434,0
-0.1906,0.00036882,0,0.3191,1,0.435,0.5,0.435,0
-0.19089,0.00037229,0,0.31895,1,0.436,0.5,0.436,0
-0.19118,0.00037576,0,0.3188,1,0.437,0.5,0.437,0
-0.19147,0.00037922,0,0.31865,1,0.438,0.5,0.438,0
-0.19176,0.00038269,0,0.3185,1,0.439,0.5,0.439,0
-0.19205,0.00038616,0,0.31835,1,0.44,0.5,0.44,0
-0.19232,0.00038985,0,0.31819,1,0.441,0.5,0.441,0
-0.19259,0.00039353,0,0.31803,1,0.442,0.5,0.442,0
-0.19286,0.00039722,0,0.31787,1,0.443,0.5,0.443,0
-0.19314,0.0004009,0,0.31771,1,0.444,0.5,0.444,0
-0.19341,0.00040459,0,0.31755,1,0.445,0.5,0.445,0
-0.19368,0.00040827,0,0.31739,1,0.446,0.5,0.446,0
-0.19395,0.00041196,0,0.31723,1,0.447,0.5,0.447,0
-0.19422,0.00041564,0,0.31707,1,0.448,0.5,0.448,0
-0.19449,0.00041933,0,0.31691,1,0.449,0.5,0.449,0
-0.19476,0.00042301,0,0.31675,1,0.45,0.5,0.45,0
-0.19502,0.00042691,0,0.31658,1,0.451,0.5,0.451,0
-0.19527,0.00043081,0,0.31641,1,0.452,0.5,0.452,0
-0.19552,0.00043471,0,0.31624,1,0.453,0.5,0.453,0
-0.19577,0.00043861,0,0.31607,1,0.454,0.5,0.454,0
-0.19602,0.00044251,0,0.3159,1,0.455,0.5,0.455,0
-0.19628,0.00044641,0,0.31573,1,0.456,0.5,0.456,0
-0.19653,0.00045031,0,0.31556,1,0.457,0.5,0.457,0
-0.19678,0.00045421,0,0.31539,1,0.458,0.5,0.458,0
-0.19703,0.00045811,0,0.31522,1,0.459,0.5,0.459,0
-0.19728,0.00046201,0,0.31505,1,0.46,0.5,0.46,0
-0.19751,0.00046612,0,0.31487,1,0.461,0.5,0.461,0
-0.19774,0.00047024,0,0.31469,1,0.462,0.5,0.462,0
-0.19798,0.00047435,0,0.31451,1,0.463,0.5,0.463,0
-0.19821,0.00047846,0,0.31433,1,0.464,0.5,0.464,0
-0.19844,0.00048258,0,0.31416,1,0.465,0.5,0.465,0
-0.19867,0.00048669,0,0.31398,1,0.466,0.5,0.466,0
-0.1989,0.0004908,0,0.3138,1,0.467,0.5,0.467,0
-0.19913,0.00049491,0,0.31362,1,0.468,0.5,0.468,0
-0.19936,0.00049903,0,0.31344,1,0.469,0.5,0.469,0
-0.19959,0.00050314,0,0.31326,1,0.47,0.5,0.47,0
-0.19979,0.00050746,0,0.31307,1,0.471,0.5,0.471,0
-0.2,0.00051179,0,0.31288,1,0.472,0.5,0.472,0
-0.20021,0.00051611,0,0.31269,1,0.473,0.5,0.473,0
-0.20041,0.00052043,0,0.31251,1,0.474,0.5,0.474,0
-0.20062,0.00052475,0,0.31232,1,0.475,0.5,0.475,0
-0.20082,0.00052908,0,0.31213,1,0.476,0.5,0.476,0
-0.20103,0.0005334,0,0.31194,1,0.477,0.5,0.477,0
-0.20124,0.00053772,0,0.31175,1,0.478,0.5,0.478,0
-0.20144,0.00054204,0,0.31156,1,0.479,0.5,0.479,0
-0.20165,0.00054637,0,0.31138,1,0.48,0.5,0.48,0
-0.20183,0.00055089,0,0.31118,1,0.481,0.5,0.481,0
-0.20201,0.00055542,0,0.31098,1,0.482,0.5,0.482,0
-0.20219,0.00055995,0,0.31078,1,0.483,0.5,0.483,0
-0.20237,0.00056447,0,0.31058,1,0.484,0.5,0.484,0
-0.20255,0.000569,0,0.31039,1,0.485,0.5,0.485,0
-0.20273,0.00057352,0,0.31019,1,0.486,0.5,0.486,0
-0.20291,0.00057805,0,0.30999,1,0.487,0.5,0.487,0
-0.20309,0.00058258,0,0.30979,1,0.488,0.5,0.488,0
-0.20327,0.0005871,0,0.30959,1,0.489,0.5,0.489,0
-0.20345,0.00059163,0,0.30939,1,0.49,0.5,0.49,0
-0.2036,0.00059635,0,0.30919,1,0.491,0.5,0.491,0
-0.20375,0.00060107,0,0.30898,1,0.492,0.5,0.492,0
-0.2039,0.00060579,0,0.30877,1,0.493,0.5,0.493,0
-0.20405,0.00061051,0,0.30856,1,0.494,0.5,0.494,0
-0.2042,0.00061523,0,0.30836,1,0.495,0.5,0.495,0
-0.20435,0.00061995,0,0.30815,1,0.496,0.5,0.496,0
-0.2045,0.00062467,0,0.30794,1,0.497,0.5,0.497,0
-0.20465,0.0006294,0,0.30773,1,0.498,0.5,0.498,0
-0.2048,0.00063412,0,0.30753,1,0.499,0.5,0.499,0
-0.20495,0.00063884,0,0.30732,1,0.5,0.5,0.5,0
-0.20507,0.00064374,0,0.3071,1,0.501,0.5,0.501,0
-0.20519,0.00064865,0,0.30688,1,0.502,0.5,0.502,0
-0.20531,0.00065355,0,0.30667,1,0.503,0.5,0.503,0
-0.20543,0.00065846,0,0.30645,1,0.504,0.5,0.504,0
-0.20554,0.00066337,0,0.30623,1,0.505,0.5,0.505,0
-0.20566,0.00066827,0,0.30602,1,0.506,0.5,0.506,0
-0.20578,0.00067318,0,0.3058,1,0.507,0.5,0.507,0
-0.2059,0.00067808,0,0.30558,1,0.508,0.5,0.508,0
-0.20602,0.00068299,0,0.30536,1,0.509,0.5,0.509,0
-0.20614,0.00068789,0,0.30515,1,0.51,0.5,0.51,0
-0.20622,0.00069297,0,0.30492,1,0.511,0.5,0.511,0
-0.2063,0.00069805,0,0.30469,1,0.512,0.5,0.512,0
-0.20639,0.00070312,0,0.30447,1,0.513,0.5,0.513,0
-0.20647,0.0007082,0,0.30424,1,0.514,0.5,0.514,0
-0.20655,0.00071328,0,0.30401,1,0.515,0.5,0.515,0
-0.20664,0.00071835,0,0.30379,1,0.516,0.5,0.516,0
-0.20672,0.00072343,0,0.30356,1,0.517,0.5,0.517,0
-0.2068,0.00072851,0,0.30333,1,0.518,0.5,0.518,0
-0.20689,0.00073358,0,0.30311,1,0.519,0.5,0.519,0
-0.20697,0.00073866,0,0.30288,1,0.52,0.5,0.52,0
-0.20701,0.00074389,0,0.30264,1,0.521,0.5,0.521,0
-0.20706,0.00074912,0,0.30241,1,0.522,0.5,0.522,0
-0.2071,0.00075435,0,0.30217,1,0.523,0.5,0.523,0
-0.20715,0.00075958,0,0.30194,1,0.524,0.5,0.524,0
-0.20719,0.00076481,0,0.3017,1,0.525,0.5,0.525,0
-0.20724,0.00077004,0,0.30147,1,0.526,0.5,0.526,0
